"Summons Number","Plate ID","Registration State","Plate Type","Issue Date","Violation Code","Vehicle Body Type","Vehicle Make","Issuing Agency","Street Code1","Street Code2","Street Code3","Vehicle Expiration Date","Violation Location","Violation Precinct","Issuer Precinct","Issuer Code","Issuer Command","Issuer Squad","Violation Time","Time First Observed","Violation County","Violation In Front Of Or Opposite","House Number","Street Name","Intersecting Street","Date First Observed","Law Section","Sub Division","Violation Legal Code","Days Parking In Effect","From Hours In Effect","To Hours In Effect","Vehicle Color","Unregistered Vehicle?","Vehicle Year","Meter Number","Feet From Curb","Violation Post Code","Violation Description","No Standing or Stopping Violation","Hydrant Violation","Double Parking Violation","Fiscal Year"
"1,504,108,723","LUM6164","NY","OMT","07/16/2026 12:00:00 AM","50","SUBN","CHEVR","P","58,730","82,030","63,030","20,270,212","79","79","79","983,073","0079","0000","1106","1106A",,"F","569","MARCY AVE",,"20,260,716","408","E2",,"bbbbbbb","ALL","ALL","BLK","0","2025","-","0",,,,,,"2026"
"1,425,974,636","98329NF","NY","COM","07/16/2026 12:00:00 AM","67","VAN","CHEVR","P","51,020","60,320","17,420","20,270,331","45","45","45","959,146","0045","0000","1120A",,"Q","F","2825","MILES AVE",,"0","408","D4",,"bbbbbbb","ALL","ALL","WHITE","0","2020","-","0",,,,,,"2026"
"1,493,379,586","JGS4256","NY","PAS","07/16/2026 12:00:00 AM","14","P-U","RAM","P","34,240","57,970","55,450","20,261,101","100","100","100","976,886","0100","0000","0205A",,"Q","F","121-16","BEACH 121 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","0",,,,,"20","2026"
"1,499,406,563","893BG7","NY","MOT","07/16/2026 12:00:00 AM","74",,,"P","0","0","0","20,260,430","33","33","33","943,441","0033","0000","0923P",,"NY","I",,"I/S RIVERSIDE PK","W 150","0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,499,407,300","LUE8135","NY","PAS","07/16/2026 12:00:00 AM","14","VAN","FORD","P","37,170","12,010","0","20,260,120","33","33","33","978,463","0033","0000","0529P",,"K","I",,"W 170 ST","AUDUBON AVE","0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,501,577,554","KZM4920","NY","PAS","07/16/2026 12:00:00 AM","40","SUBN","MAZDA","P","67,620","22,240","9,130","20,261,118","43","43","43","980,143","0043","0000","1243A",,"BX","F","1435","TAYLOR AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BL","0","2014","-","1",,,,,"20","2026"
"1,498,747,190","LLL7537","NY","PAS","07/17/2026 12:00:00 AM","46","SDN","INFIN","P","36,130","0","0","20,260,927","28","28","28","970,666","0028","0000","0840A",,"NY","O",,"W 118 ST","8TH AVE N/W","0","408","C3",,"BBBBBBB","ALL","ALL","BLU","0","2018","-","0",,,,,"20","2026"
"1,504,223,366","FSH8887","NY","PAS","07/18/2026 12:00:00 AM","51","SUBN","INFIN","P","20,790","53,490","21,340","20,271,017","106","106","106","937,877","0106","0000","1250P",,,"F","119-20","115 AVE",,"0","408","E2",,"bbbbbbb","ALL","ALL","WH","0","2005","-","0",,,,,"20","2026"
"1,502,095,956","2AG853","RI","PAS","07/18/2026 12:00:00 AM","46","SUBN","VOLKS","P","77,150","49,170","47,520","88,888,888","49","49","49","976,900","0049","0000","0758P",,"BX","F","2130","WHITE PLAINS RD",,"0","408","F1",,"bbbbbbb","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,486,257,010","1AL56J","MA","IRP","07/18/2026 12:00:00 AM","18","BUS","VANHO","P","13,610","12,670","26,630","20,260,630","1","1","401","948,053","0401","0000","1016A",,"NY","F","25","BROADWAY",,"0","408","C3",,"BBBBBBB","ALL","ALL","WH","0","2001","-","0",,,,,"20","2026"
"1,473,349,126","M40NRX","NJ","PAS","07/19/2026 12:00:00 AM","14",,"JEEP","P","18,070","10,010","32,090","20,260,620","17","17","17","976,045","0017","0000","0519P",,,"F","405","EAST 54 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2001","-","0",,,,,"20","2026"
"1,497,692,660","KGH4347","NY","PAS","07/19/2026 12:00:00 AM","40","SUBN","AUDI","P","0","40,404","40,404","20,261,222","120","120","120","974,234","0120","0000","0140A",,"R","F","33","KIMBERLY AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2024","-","0",,,,,"20","2026"
"1,500,406,120","T139927C","NY","PAS","07/19/2026 12:00:00 AM","46",,"TOYOT","P","10,810","36,390","36,410","88,888,888","32","32","32","980,749","0032","0000","0157A",,,"F","2447","8 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,498,563,144","W35VVE","NJ","PAS","07/20/2026 12:00:00 AM","74","SUBN","ROVER","P","78,050","61,220","53,520","88,888,888","49","49","49","978,161","0049","0000","0218A","0218A","BX","F","1952","WILLIAMSBRIDGE ROAD",,"20,260,720","408","F1",,"bbbbbbb","ALL","ALL","BLK","0","2018","-","0",,,,,"20","2026"
"1,501,509,068","T672241C","NY","PAS","07/20/2026 12:00:00 AM","14","SUBN","FSKR","P","37,550","11,710","0","20,260,531","34","34","34","970,961","0034","0000","0813P",,,"I",,"190 ST","AMSTERDAM AVE","0","408","C",,"BBBBBBB","ALL","ALL","WHT","0","2023","-","0",,,,,"20","2026"
"1,504,474,090","MVS3865","PA","PAS","07/22/2026 12:00:00 AM","40","SDN","NISSA","P","20,530","94,830","89,530","20,260,331","76","76","76","947,228","0076","0000","0712A",,"K","O","178","BOND ST",,"0","408","C",,"bbbbbbb","ALL","ALL","BK","0","0","-","0",,,,,"20","2026"
"1,500,511,146","LLX6508","PA","PAS","07/22/2026 12:00:00 AM","17","SUBN","ACURA","P","29,220","17,520","22,320","20,260,131","48","48","43","942,673","0043","0000","1246P",,"BX","F","696","E FORDHAM",,"0","408","C4",,"BBBBBBB","ALL","ALL","GY","0","2007","-","0",,,,,"20","2026"
"1,501,223,471","KPM4185","NY","PAS","07/22/2026 12:00:00 AM","53","SUBN","HONDA","P","47,530","81,725","41,330","20,270,226","90","90","90","918,899","0090","0000","0828P",,"K","F","203","HARRISON PL",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2019","-","0",,,,,"20","2026"
"1,489,210,052","T746796C","NY","PAS","07/23/2026 12:00:00 AM","60","SUBN","ACUA","P","64,620","26,550","26,580","20,260,731","44","44","44","970,973","0044","0000","0949A","0949A","BX","F","943","SHERIDAN AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,473,346,344","C63RCW","NJ","PAS","07/24/2026 12:00:00 AM","14","SDN","VOLKS","P","18,010","10,210","10,110","20,260,701","17","17","17","968,552","0017","0000","0634A",,,"I","255","EAST 51 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2009","-","0",,,,,"20","2026"
"1,497,688,115","HEP8964","NY","PAS","07/24/2026 12:00:00 AM","98","P-U","FORD","P","43,850","40,604","27,200","20,260,113","122","122","122","969,038","0122","0000","0830P","0825P","R","O","115","PRESCOTT AVE",,"20,260,724","408","C",,"BBBBBBB","ALL","ALL","GREY","0","2013","-","0",,,,,"20","2026"
"1,497,845,014","TAA2313","MS","PAS","07/24/2026 12:00:00 AM","21","SUBN","AUDI","P","0","0","0","88,888,888","63","63","63","968,678","0063","0000","0144A",,"K","O","1697","KAHON AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,"20","2026"
"1,499,686,675","LGK2931","NY","999","07/24/2026 12:00:00 AM","98","SDN","NISSA","P","15,180","5,430","46,140","20,260,125","78","78","78","973,603","0078","0000","0322P","1522P","K","F","668","BALTIC STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","RED","0","2011","-","0",,,,,"20","2026"
"1,500,027,832","KEE1620","NY","PAS","07/24/2026 12:00:00 AM","70","SDN","VOLVO","P","90,330","25,330","93,530","20,240,719","83","83","83","979,562","0083","0000","1149A",,"K","F","215","WEIRFIELD",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,"20","2026"
"1,500,589,305","CDF3232","NY","PAS","07/24/2026 12:00:00 AM","19","SUBN","HONDA","P","13,610","24,990","16,140","20,260,712","1","1","1","964,803","0001","0000","1148A","1148A","NY","O","160","BROADWAY",,"20,250,724","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2024","-","0",,,,,"20","2026"
"1,493,374,965","TDX1244","VA","PAS","07/25/2026 12:00:00 AM","98","SDN","NISSA","P","37,390","30,540","30,590","20,260,331","101","101","101","979,451","0101","0000","1155P",,"Q","F","28-22","BROOKHAVEN AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,"20","2026"
"1,499,776,380","MRB3509","PA","PAS","07/25/2026 12:00:00 AM","98","SUBN","HONDA","P","9,140","19,190","19,540","20,251,031","115","115","115","962,256","0115","0000","0848A",,,"F","100-13","39 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,"20","2026"
"1,326,043,109","KYF7199","NY","PAS","07/26/2026 12:00:00 AM","51","SUBN","NISSA","P","21,590","6,790","6,940","20,261,204","109","109","109","942,524","0109","0000","0430A",,"Q","F","22-14","124 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,"20","2026"
"1,326,044,540","51341MG","NY","COM","07/26/2026 12:00:00 AM","78","VAN","ME/BE","P","28,590","23,180","56,390","20,270,331","109","109","109","974,903","0109","0000","0240A",,,"F","149-40","ASH AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL",,"0","2011","-","0",,,,,"20","2026"
"1,326,044,552","H59VXH","NJ","PAS","07/26/2026 12:00:00 AM","41","SDN","VOLKS","P","46,610","39,490","52,390","20,260,630","109","109","109","974,903","0109","0000","0217A",,"Q","F","137-55","GERANIUM AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","WHT","0","2007","-","0",,,,,"20","2026"
"1,491,706,855","M65UPA","NJ","PAS","07/26/2026 12:00:00 AM","14","SDN","KIA","K","55,960","12,550","12,550","20,260,120","45","45","2","160,549","0002","0000","0454P",,"BX",,"1","ORCHARD BEACH ROAD",,"0","408","E3",,"BBBBBBB","ALL","ALL","SILVE","0","2011","-","0",,,,,"20","2026"
"1,498,666,930","Y100856C","NY","OMT","07/26/2026 12:00:00 AM","10","TAXI","NISSA","K","33,190","25,190","31,990","20,260,331","6","6","1","161,207","0001","0000","0953P",,"NY","O","40","WASHINGTON SQUARE SO",,"0","408","F2",,"BBBBBBB","ALL","ALL","YLW","0","2017","-","0",,,,,"20","2026"
"1,499,227,085","KZF5907","NY","PAS","07/26/2026 12:00:00 AM","99","SUBN","HONDA","P","27,270","12,020","22,320","20,270,308","48","48","48","980,791","0048","0000","0340A",,"BX","F","714","E 187 ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","RED","0","2008","-","0",,,,,"20","2026"
"1,501,514,702","G22NPU","NJ","PAS","07/26/2026 12:00:00 AM","46","SDN","NISSA","P","36,730","11,710","13,610","0","30","30","30","976,501","0030","0000","0955A",,,"F","553","W 148 STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,"20","2026"
"1,501,593,134","HWT2813","NY","PAS","07/26/2026 12:00:00 AM","98","SUBN","NISSA","P","63,020","76,950","63,420","20,260,126","45","45","45","974,824","0045","0000","1126P",,"BX","F","3102","SANDS PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2022","-","0",,,,,"20","2026"
"1,501,241,400","LJF2774","NY","PAS","07/26/2026 12:00:00 AM","67","SUBN","TOYOT","P","43,330","82,930","73,190","20,260,417","79","79","79","980,629","0079","0000","0405A","0405A","K","O","784","GATES AVENUE",,"20,250,726","408","F1",,"BBBBBBB","ALL","ALL","RED","0","2014","-","0",,,,,"20","2026"
"1,493,957,983","C44VHW","NJ","PAS","07/27/2026 12:00:00 AM","40","SDN","TOYOT","P","44,750","10,575","10,575","20,260,130","121","121","121","973,438","0121","0000","1140A",,"R","F","2655","RICHMOND AVE",,"0","408","D3",,"BBBBBBB","ALL","ALL",,"0","2010","-","0",,,,,"20","2026"
"1,493,958,008","KKT5322","NY","PAS","07/27/2026 12:00:00 AM","27","SDN",,"P","44,750","10,575","10,575","20,270,504","121","121","121","975,430","0121","0000","0625P",,"R","F","2655","RICHMOND AVE",,"0","408","F6",,"BBBBBBB","ALL","ALL","BLUE","0","2010","-","0",,,,,"20","2026"
"1,496,099,345","KMM3544","PA","PAS","07/27/2026 12:00:00 AM","14","SDN","SUBAR","P","12,440","17,340","17,540","20,261,031","104","104","104","976,345","0104","0000","0933A",,"Q","I","8519","60 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,498,998,630","TJD5238","99","PAS","07/27/2026 12:00:00 AM","46","SDN","VA","P","8,640","0","0","20,260,531","114","114","114","941,284","0114","0000","0450A",,,,,"35 ST","STEINWAY","0","408","C3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,"20","2026"
"1,499,009,082","B16SUH","NJ","PAS","07/27/2026 12:00:00 AM","40","SDN","KIA","P","9,640","28,790","7,240","88,888,888","114","114","114","947,398","0114","0000","0300A",,"Q","F","24-04","41 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,"20","2026"
"1,501,950,162","T28UUW","NJ","PAS","07/27/2026 12:00:00 AM","46","SDN","KIA","P","36,270","10,410","24,690","0","28","28","28","979,173","0028","0000","0302P",,"NY","F","11","W 125TH ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,501,950,174","3984598","NE","PAS","07/27/2026 12:00:00 AM","46","SUBN","LEXUS","P","36,270","24,690","10,610","0","28","28","28","979,173","0028","0000","0305P",,"NY","F","114","W 125TH",,"0","408","F1",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,"20","2026"
"1,501,950,186","V83SRA","NJ","PAS","07/27/2026 12:00:00 AM","46","SUBN","ROVER","P","0","0","0","0","28","28","28","979,173","0028","0000","0431P",,"NY","F","118","W1 25TH ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,"20","2026"
"1,493,947,643","HJX1597","NY","PAS","07/28/2026 12:00:00 AM","27","SUBN","TOYOT","P","44,750","10,575","10,575","20,260,715","121","121","121","975,430","0121","0000","0522P",,,"F","2655","RICHMOND AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","2021","-","0",,,,,"20","2026"
"1,495,474,409","LSR4201","NY","PAS","07/28/2026 12:00:00 AM","14","SDN","TOYOT","P","27,540","10,020","49,420","20,261,113","52","52","52","955,068","0052","0000","1108A",,"BX","F","330","E 196 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2010","-","0",,,,,"20","2026"
"1,497,870,630","KWS3562","NY","OMT","07/28/2026 12:00:00 AM","14","SDN","HONDA","P","63,430","69,230","13,490","20,260,517","88","88","88","980,718","0088","0000","1202A","1200A","K","F","81","N PORTLAND AVE",,"20,260,728","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,"20","2026"
